,Clasp material,Ref. No.,Bracelet color,url,Gender,Brand,Bracelet material,Availability,Clasp,Case material,Location,Year,Price,Condition,Movement
,,16518,,http://www.chrono24.com/rolex/rolex-daytona-zenith-cosmograph-16518-18k-gold-white-leather--id4554442.htm,Men's watch/Unisex,Rolex,Leather,Available now,,Yellow gold,"United States, New York, Huntington",1997,"$13,998",1 (mint),Automatic
With papers,Gold/Steel,116233,Gold/Steel,http://www.chrono24.com/rolex/datejust-mens-heavy-oyster-bandflip-lock-clasp-model-116233-in-box-with-tags-custom-added-black-diamond-dial-and-fluted-bezel--id4296356.htm,Men's watch/Unisex,Rolex,Gold/Steel,Available now,,,"United States, Florida, miami",,"$9,245",0 (unworn),
With box,Gold/Steel,116233,Gold/Steel,http://www.chrono24.com/rolex/datejust-mens-heavy-jubilee-bandhidden-clasp-model-116233-in-box-and-tags-custom-added-diamond-dial-and-bezel-07-08--id4296275.htm,Men's watch/Unisex,Rolex,Gold/Steel,Available now,"Fold clasp, hidden",,"United States, Florida, miami",,"$10,045",1 (mint),
With papers,,179173,,http://www.chrono24.com/rolex/179173--id5687100.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$90,505",0 (unworn),Automatic
With box,Gold/Steel,179173,Gold/Steel,http://www.chrono24.com/rolex/ladies-2-tone-datejust-watch-179173--id3566967.htm,Ladies' watch,Rolex,Gold/Steel,Available now,"Fold clasp, hidden",Steel,"United States, Texas, Dallas",,"$9,950",,Automatic
,,,,http://www.chrono24.com/rolex/16519usedpinkmop--id2473646.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$19,500",1 (mint),Automatic
With box,,,,http://www.chrono24.com/rolex/16610pvd--id4919662.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$7,700",1 (mint),Automatic
,,3131,Black,http://www.chrono24.com/rolex/bubbleback-ref-3131--id4522093.htm,Men's watch/Unisex,Rolex,Crocodile skin,Available now,,Yellow gold,"United States, California, Beverly Hills",1947,"$6,450",1 (mint),Automatic
With papers,Yellow gold,16618,Gold,http://www.chrono24.com/rolex/submariner-18k-solid-yellow-gold-diamonds--id3541769.htm,Men's watch/Unisex,Rolex,Yellow Gold,Available now,Fold clasp,Yellow gold,"United States, New York, Greenvale",,"$22,999 [Negotiable]",1 (mint),Automatic
With papers,Yellow gold,Ref. 1803,Yellow,http://www.chrono24.com/rolex/18k-yg-sp-rolex-president-with-fluted-bezel-ref-1803--id5584789.htm,,Rolex,Yellow Gold,Available now,Fold clasp,Yellow gold,"United States, Arizona, Scottsdale",Circa 1968,"$8,765",2 (fine),Automatic
With box,,79160,Steel,http://www.chrono24.com/rolex/ladies-rolex-date-watch-79160-mother-of-pearl-diamond-dial--id4223340.htm,Ladies' watch,Rolex,Steel,Available now,,Steel,"United States, Texas, Dallas",,"$6,395",,Automatic
With papers,,116261,,http://www.chrono24.com/rolex/116261--id5687403.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$8,900",0 (unworn),Automatic
With box,,116333,,http://www.chrono24.com/rolex/datejust-ii-116333-stainless-steel--18k-gold-oyster-band-yellow-gold-fluted-bezel--champagne-diamond-dial---41mm--id4296124.htm,Men's watch/Unisex,Rolex,,Available now,Buckle,Steel,"United States, Florida, miami",,"$11,445",0 (unworn),
With papers,Steel,6265,Steel,http://www.chrono24.com/rolex/big-red-daytona-1986-r6265-ss-panda-dial-box-papers-vintage--id2988772.htm,Men's watch/Unisex,Rolex,Steel,Available now,Fold clasp,Steel,"United States, New York, Huntington",,"$100,000 [Negotiable]",0 (unworn),Manual winding
,Steel,1680,Grey,http://www.chrono24.com/rolex/submariner-vintage-matte-black-t-swiss-dial-circa-1978-ref-1680--id5383690.htm,Men's watch/Unisex,Rolex,Leather,Available now,Buckle,Steel,"United States, New York, New York",,"$6,675",1 (mint),Automatic
With box,Gold/Steel,179173,Gold/Steel,http://www.chrono24.com/rolex/datejust-ladys-steel--18k-yellow-gold-new-heavy-style-jubilee-bandhidden-clasp-model-179173-in-box-tags-18k-yellow-gold-12-diamond-bezel-and-custom-added-white-diamond-dial--id4296212.htm,Ladies' watch,Rolex,Gold/Steel,Available now,"Fold clasp, hidden",,"United States, Florida, miami",,"$8,145",0 (unworn),
,Steel,179160,Silver,http://www.chrono24.com/rolex/179160-datejust-ser-z-custom-2ct-diamond-bezel-ladies-watch--id4803845.htm,,Rolex,Steel,Available now,"Fold clasp, hidden",Steel,"United States, California, Los Angeles",2006,"$4,950",2 (fine),Automatic
With papers,,16505,,http://www.chrono24.com/rolex/116505--daytona-rose-gold-18k-new--id5616693.htm,Men's watch/Unisex,Rolex,Pink Gold,Available now,,Pink gold,"United States, New York, Roslyn Heights, NY",2017,,0 (unworn),Automatic
With papers,,116200,,http://www.chrono24.com/rolex/datejust-mens-new-design-heavy-oyster-band-116200-in-box-with-tags-custom-added-15ct-diamond-bezel-and-tahitian-mop-diamond-dial--id4296353.htm,Men's watch/Unisex,Rolex,,Available now,,Steel,"United States, Florida, miami",,"$6,495",1 (mint),
With box,,16613,Gold/Steel,http://www.chrono24.com/rolex/submariner-mens-watch-with-serti-diamond-dial-16613--id3567530.htm,Men's watch/Unisex,Rolex,Gold/Steel,Available now,,Steel,"United States, Texas, Dallas",,"$8,750",,Automatic
With box,Yellow gold,69178,Gold,http://www.chrono24.com/rolex/president-69178-69178--id4435430.htm,Ladies' watch,Rolex,Yellow Gold,Available now,"Fold clasp, hidden",Yellow gold,"United States, Texas, Dallas",,"$8,950",1 (mint),Automatic
,,116523,Gold/Steel,http://www.chrono24.com/rolex/daytona--id5711931.htm,,Rolex,Steel,Available now,,Steel,"United States, Florida, Boca Raton",,"$13,950",,Automatic
With papers,Steel,116680,Steel,http://www.chrono24.com/rolex/yacht-master-ii-stainless-steel-44mm-blue-ceramic-bezel--ref-116680--id5334307.htm,Men's watch/Unisex,Rolex,Steel,Available now,Fold clasp,Steel,"United States, New York, New York",,"$13,875",1 (mint),Automatic
,,179171,,http://www.chrono24.com/rolex/179171--id5687683.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$6,950",,Automatic
With papers,,116233,,http://www.chrono24.com/rolex/116233--id5687209.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$9,250",0 (unworn),Automatic
With box,,18238,,http://www.chrono24.com/rolex/president-day-date-model-18238-18238--id4433568.htm,Men's watch/Unisex,Rolex,,Available now,"Fold clasp, hidden",Yellow gold,"United States, Texas, Dallas",,"$16,550",1 (mint),Automatic
,,9630,,http://www.chrono24.com/rolex/white-gold-king-midas-asymmetrical-watch-ref-9630--id4150630.htm,Men's watch/Unisex,Rolex,White Gold,Available now,,White gold,"United States, California, Beverly Hills",,"$12,995",1 (mint),Manual winding
With papers,,16622,Steel,http://www.chrono24.com/rolex/yachtmaster-full-size-unused-stainless-steel--platinum-bezel-model-16622-custom-dark-mother-of-pearl-ruby-and-diamond-bezel--id4296635.htm,Men's watch/Unisex,Rolex,Steel,Available now,,Steel,"United States, Florida, miami",,"$7,250",1 (mint),
,Steel,,Silver,http://www.chrono24.com/rolex/datejust-oyster-perpetual-quickset-diamonds--id4097108.htm,Men's watch/Unisex,Rolex,Steel,Available now,Fold clasp,Steel,"United States, New York, Wantagh",,"$6,299 [Negotiable]",1 (mint),Automatic
With box,Steel,116520,Steel,http://www.chrono24.com/rolex/daytona--id4500409.htm,Men's watch/Unisex,Rolex,Steel,Available now,Fold clasp,Steel,"United States, New York, New York",,"$11,500 [Negotiable]",1 (mint),Automatic
,,18038,Gold,http://www.chrono24.com/rolex/18k-gold-day-date-president-full-diamond-18038--id4455877.htm,Men's watch/Unisex,Rolex,,Available now,"Fold clasp, hidden",Yellow gold,"United States, Texas, Keller",,"$14,000",1 (mint),Automatic
With papers,,326935,,http://www.chrono24.com/rolex/sky-dweller-326935--id3828432.htm,,Rolex,,Available now,,Pink gold,"United States, California, Newport Beach",,"$37,575",0 (unworn),Automatic
With papers,,79178,,http://www.chrono24.com/rolex/79178--id5687580.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$10,400",1 (mint),Automatic
With papers,Steel,116234,Steel,http://www.chrono24.com/rolex/datejust-36mm-stainless-steel--white-gold-fluted-bezel-black-roman-dial-ref-116234--id4607179.htm,Men's watch/Unisex,Rolex,Steel,Available now,Fold clasp,Gold/Steel,"United States, New York, New York",,"$6,995",0 (unworn),Automatic
With papers,,116244,,http://www.chrono24.com/rolex/116244--id5687796.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$13,300",0 (unworn),Automatic
,Yellow gold,18038,Yellow,http://www.chrono24.com/rolex/day-date-president--id5103996.htm,Men's watch/Unisex,Rolex,Yellow Gold,Available now,"Fold clasp, hidden",Yellow gold,"United States, Maryland, Towson, MD",1984,"$11,950 [Negotiable]",2 (fine),Automatic
With papers,Yellow gold,79178,Gold,http://www.chrono24.com/rolex/ladies-president-18k-yellow-gold-diamond-watch-79178--id3567561.htm,Ladies' watch,Rolex,Yellow Gold,Available now,"Fold clasp, hidden",Yellow gold,"United States, Texas, Dallas",,"$12,300",,Automatic
With box,Yellow gold,118238,Gold,http://www.chrono24.com/rolex/president-day-date-model-118238-118238--id4434057.htm,Men's watch/Unisex,Rolex,Yellow Gold,Available now,"Fold clasp, hidden",Yellow gold,"United States, Texas, Dallas",,"$17,450",1 (mint),Automatic
,,116503,Gold/Steel,http://www.chrono24.com/rolex/oyster-perpetual-cosmograph-daytona-stainless-steel--18k-yellow-gold-watch--id5635265.htm,Men's watch/Unisex,Rolex,Gold/Steel,Available now,Fold clasp,Steel,"United States, Florida, North Miami Beach",,"$13,900",0 (unworn),Automatic
With papers,,179178,,http://www.chrono24.com/rolex/179178--id5687052.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$19,550",0 (unworn),Automatic
With papers,,179239,,http://www.chrono24.com/rolex/datejust-26-179239-white-mother-of-pearl-diamond-new--id5616669.htm,Ladies' watch,Rolex,White Gold,Available now,,White gold,"United States, New York, Roslyn Heights, NY",2017,,0 (unworn),Automatic
With papers,White Gold,116509,,http://www.chrono24.com/rolex/daytona-18k-white-gold-meteorite-dial-40mm-ref-116509--id3437649.htm,Men's watch/Unisex,Rolex,White Gold,Available now,Fold clasp,White gold,"United States, New York, New York",,"$28,500",1 (mint),Automatic
With papers,Steel,116681,Gold/Steel,http://www.chrono24.com/rolex/yacht-master-ii--id4004693.htm,Men's watch/Unisex,Rolex,Gold/Steel,Available now,Fold clasp,Steel,"United States, New York, New York",,"$21,378 [Negotiable]",0 (unworn),Automatic
With papers,Yellow gold,79138,Gold,http://www.chrono24.com/rolex/president-model-79138--id4770428.htm,Ladies' watch,Rolex,Yellow Gold,Available now,"Fold clasp, hidden",Yellow gold,"United States, Texas, Dallas",,"$11,750",1 (mint),Automatic
With box,Yellow gold,18238,Gold,http://www.chrono24.com/rolex/president-day-date-model-18238-18238--id4433877.htm,Men's watch/Unisex,Rolex,Yellow Gold,Available now,"Fold clasp, hidden",Yellow gold,"United States, Texas, Dallas",,"$11,950",1 (mint),Automatic
With papers,,168622,,http://www.chrono24.com/rolex/168622--id5687660.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$8,950",0 (unworn),Automatic
With papers,Yellow gold,69178,Gold,http://www.chrono24.com/rolex/ladies-president---factory-blue-diamond-dial-18k-gold--id5699134.htm,Ladies' watch,Rolex,Yellow Gold,Available now,Fold clasp,Yellow gold,"United States, California, Beverly Hills",8 Million Series (early to mid,"$7,500 [Negotiable]",2 (fine),Automatic
,Yellow gold,16628,Yellow,http://www.chrono24.com/rolex/yacht-master--id5607623.htm,Men's watch/Unisex,Rolex,Yellow Gold,Available now,Fold clasp,Yellow gold,"United States, Florida, Sarasota",1991,"$13,995 [Negotiable]",2 (fine),Automatic
With papers,,16610,Steel,http://www.chrono24.com/rolex/submariner--id4358580.htm,Men's watch/Unisex,Rolex,Steel,Available now,,Steel,"United States, New York, Hartsdale",,"$5,950",,Automatic
,,116203,Gold/Steel,http://www.chrono24.com/rolex/oyster-perpetual-datejust-stainless-steel--yellow-gold-ladies-watch--id5682678.htm,Ladies' watch,Rolex,Gold/Steel,Available now,Fold clasp,Steel,"United States, Florida, North Miami Beach",,"$10,050",0 (unworn),Automatic
With box,,116334,,http://www.chrono24.com/rolex/datejust-ii-116334-stainless-steel-oyster-band-white-gold-fluted-bezel--blue-roman-dial---41mm--id4296113.htm,Men's watch/Unisex,Rolex,,Available now,Buckle,Steel,"United States, Florida, miami",,"$7,945",0 (unworn),
With papers,Yellow gold,179178,Gold,http://www.chrono24.com/rolex/ladies-president-18k-gold-watch-179178--id5488864.htm,Ladies' watch,Rolex,Yellow Gold,Available now,"Fold clasp, hidden",Yellow gold,"United States, Texas, Dallas",,"$19,150",0 (unworn),Automatic
With papers,,,,http://www.chrono24.com/rolex/179159usedmopdd--id2306890.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$19,900",1 (mint),Automatic
With box,Yellow gold,179138,Gold,http://www.chrono24.com/rolex/ladies-rolex-president-18k-yellow-gold-diamond-watch-179138--id4813289.htm,Ladies' watch,Rolex,Yellow Gold,Available now,"Fold clasp, hidden",Yellow gold,"United States, Texas, Dallas",,"$16,500",,Automatic
With box,Yellow gold,179178,Gold,http://www.chrono24.com/rolex/ladies-president-18k-gold-watch-179178-gray-dial--id3567113.htm,Ladies' watch,Rolex,Yellow Gold,Available now,"Fold clasp, hidden",Yellow gold,"United States, Texas, Dallas",,"$14,250",,Automatic
With papers,,5443.9,,http://www.chrono24.com/rolex/54439--id5687441.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$10,500",1 (mint),Manual winding
New,,16014,,http://www.chrono24.com/rolex/16014-datejust-quickset-stainless-automatic-diamond-markers--id4213028.htm,Men's watch/Unisex,Rolex,,Available now,,Steel,"United States, California, Thousand Oaks",1987,price on request,0 (unworn),Automatic
With papers,,6542,,http://www.chrono24.com/rolex/6542-18k-gmt-master-incredibly-extensive-papers--original-box--id5418012.htm,Men's watch/Unisex,Rolex,Crocodile skin,Available now,,Yellow gold,"United States, California, Thousand Oaks",1958,price on request,1 (mint),Automatic
With box,Steel,16233,Gold/Steel,http://www.chrono24.com/rolex/datejust-36mm-two-tone-diamond-chocolate-dial--id4908657.htm,Men's watch/Unisex,Rolex,,Available now,Double-fold clasp,Gold/Steel,"United States, Florida, Miami",1977,"$3,677",1 (mint),Automatic
With papers,,1655,,http://www.chrono24.com/rolex/1655-explorer-ii-steve-mcqueen-freccione-straight-seconds--id4848214.htm,Men's watch/Unisex,Rolex,,Available now,,Steel,"United States, California, Thousand Oaks",1972,price on request,1 (mint),Automatic
With papers,,80298,Gold,http://www.chrono24.com/rolex/ladies-datejust-pearlmaster--id3343096.htm,Ladies' watch,Rolex,Yellow Gold,Available now,"Fold clasp, hidden",Yellow gold,"United States, New York, Hartsdale",,"$32,250",0 (unworn),Automatic
With papers,,,Steel,http://www.chrono24.com/rolex/milgauss--id3775258.htm,Men's watch/Unisex,Rolex,Steel,Available now,,Steel,"United States, New York, Hartsdale",,"$6,250",0 (unworn),Automatic
With papers,,16233,Gold/Steel,http://www.chrono24.com/rolex/datejust--id3526337.htm,Men's watch/Unisex,Rolex,Gold/Steel,Available now,,Steel,"United States, New York, Hartsdale",,"$5,500",,Automatic
New,,16234,,http://www.chrono24.com/rolex/datejust-16234-rhodium-roman-dial-new-box--papers--id5481648.htm,Men's watch/Unisex,Rolex,,Available now,,Steel,"United States, California, Thousand Oaks",2002,price on request,0 (unworn),Automatic
,,6605,Black,http://www.chrono24.com/rolex/6605-datejust-salmon-dial-steel--id4265779.htm,Men's watch/Unisex,Rolex,,Available now,,Steel,"United States, California, Thousand Oaks",1957,price on request,1 (mint),Automatic
,,1675,,http://www.chrono24.com/rolex/1675-gmt-gilt-gloss--exclamation-chapter-dial-steel--id4541480.htm,Men's watch/Unisex,Rolex,Leather,Available now,,Steel,"United States, California, Thousand Oaks",1960,price on request,1 (mint),Automatic
With papers,,116200,Steel,http://www.chrono24.com/rolex/datejust--id3526345.htm,Men's watch/Unisex,Rolex,Steel,Available now,,Steel,"United States, New York, Hartsdale",,"$5,550",0 (unworn),Automatic
,,179173,Gold,http://www.chrono24.com/rolex/datejust-179173-15270--id5610908.htm,Ladies' watch,Rolex,Steel,Available now,Fold clasp,Steel,"United States, New York, New York",,"$5,499 [Negotiable]",2 (fine),Automatic
With papers,,16610,Steel,http://www.chrono24.com/rolex/submariner--id4664349.htm,Men's watch/Unisex,Rolex,Steel,Available now,,Steel,"United States, New York, Hartsdale",,"$5,750",,Automatic
With papers,,116681,Gold/Steel,http://www.chrono24.com/rolex/yachtmaster-ii--id3755084.htm,Men's watch/Unisex,Rolex,Gold/Steel,Available now,,Steel,"United States, New York, Hartsdale",,"$20,150",0 (unworn),Automatic
,,1601,,http://www.chrono24.com/rolex/1601-18k-datejust-stratocaster-vignette-dial-exceptional--id5452991.htm,Men's watch/Unisex,Rolex,Leather,Available now,,Yellow gold,"United States, California, Thousand Oaks",1972,price on request,1 (mint),Automatic
,,18238,,http://www.chrono24.com/rolex/18238-day-date-president-18k-arabic-numerals-fluted-bezel--id5174871.htm,Men's watch/Unisex,Rolex,,Available now,,Yellow gold,"United States, California, Thousand Oaks",1990,price on request,1 (mint),Automatic
With papers,Yellow gold,,,http://www.chrono24.com/rolex/day-date--id5579852.htm,Men's watch/Unisex,Rolex,Yellow Gold,Ready to ship in 3-5 days,,Yellow gold,"United States, Florida, Jacksonville",2016,"$15,000",0 (unworn),Automatic
,Pink Gold,5330/5,,http://www.chrono24.com/rolex/cellini--id3526225.htm,Men's watch/Unisex,Rolex,,Available now,Buckle,Pink gold,"United States, New York, Hartsdale",,"$4,750",,Manual winding
With box,,116244,Steel,http://www.chrono24.com/rolex/datejust--id3526251.htm,Men's watch/Unisex,Rolex,Steel,Available now,,Steel,"United States, New York, Hartsdale",,"$9,500",,Automatic
,,16013,,http://www.chrono24.com/rolex/16013-datejust-18ksteel-quickset--id4449567.htm,Men's watch/Unisex,Rolex,,Available now,,Gold/Steel,"United States, California, Thousand Oaks",1981,price on request,1 (mint),Automatic
With papers,,15037,,http://www.chrono24.com/rolex/15037-oyster-perpetual-date-14k-automatic--id4380767.htm,Men's watch/Unisex,Rolex,,Available now,,Yellow gold,"United States, California, Thousand Oaks",1981,price on request,1 (mint),Automatic
,,6466,,http://www.chrono24.com/rolex/6466-oyster-date-precision-stainless-automatic--id5262246.htm,Men's watch/Unisex,Rolex,,Available now,,Steel,"United States, California, Thousand Oaks",1967,price on request,1 (mint),Automatic
With papers,,6263,,http://www.chrono24.com/rolex/6263-big-red-daytona-incredible-box--papers-set--id5689740.htm,Men's watch/Unisex,Rolex,,Available now,,Steel,"United States, California, Thousand Oaks",1978,price on request,1 (mint),Manual winding
,,5508,,http://www.chrono24.com/rolex/submariner-5508-gilt-gloss-4-line-exclamation-dial--id5246173.htm,Men's watch/Unisex,Rolex,,Available now,,Steel,"United States, California, Thousand Oaks",1962,price on request,1 (mint),Automatic
,,169622,Steel,http://www.chrono24.com/rolex/ladies-yachtmaster--id4642434.htm,Ladies' watch,Rolex,Steel,Available now,,Steel,"United States, New York, Hartsdale",,"$4,200",,Automatic
With papers,,116300,Steel,http://www.chrono24.com/rolex/116300-datejust-41mm-35ct-diamond-bezel-mens-watch-w--id5153086.htm,Men's watch/Unisex,Rolex,Steel,Available now,Fold clasp,Steel,"United States, California, Los Angeles",2016,"$8,700",0 (unworn),Automatic
With papers,,116660,Steel,http://www.chrono24.com/rolex/sea-dweller-deep-sea--id4674503.htm,Men's watch/Unisex,Rolex,Steel,Available now,,Steel,"United States, New York, Hartsdale",,"$12,900",0 (unworn),Automatic
New,,116589,Blue,http://www.chrono24.com/rolex/116589-daytona-18k-white-gold-baguette-sapphire-bezel-pave-diamond-dial--id4874797.htm,Men's watch/Unisex,Rolex,Crocodile skin,Available now,,White gold,"United States, California, Thousand Oaks",,price on request,0 (unworn),Automatic
,,1807,,http://www.chrono24.com/rolex/1807-day-date-president-18k-white-gold--id4580823.htm,Men's watch/Unisex,Rolex,,Available now,,White gold,"United States, California, Thousand Oaks",1970,price on request,1 (mint),Automatic
,,1603,,http://www.chrono24.com/rolex/1603-datejust-bronze-color-door-stop-sigma-dial-steel--id5689739.htm,Men's watch/Unisex,Rolex,,Available now,,Steel,"United States, California, Thousand Oaks",1972,price on request,1 (mint),Automatic
With papers,,16233,Gold/Steel,http://www.chrono24.com/rolex/datejust--id5035190.htm,Men's watch/Unisex,Rolex,Gold/Steel,Available now,Fold clasp,Steel,"United States, New York, Hartsdale",,"$4,150",,Automatic
With box,,19068,Gold,http://www.chrono24.com/rolex/19068-oysterquartz-day-date-president-diamonds-wood-18k--id3637610.htm,Men's watch/Unisex,Rolex,,Available now,,Yellow gold,"United States, California, Thousand Oaks",1987,price on request,1 (mint),Quartz
New,,118235F,,http://www.chrono24.com/rolex/118235-day-date-18k-everose-ferrite-dial-w-diamond-marker-new--id4720741.htm,Men's watch/Unisex,Rolex,,Available now,,Pink gold,"United States, California, Thousand Oaks",2015,price on request,0 (unworn),Automatic
With papers,,16013,Gold/Steel,http://www.chrono24.com/rolex/datejust-16013-18ksteel-quickset-plastic-blue-vignette--id5246176.htm,Men's watch/Unisex,Rolex,Gold/Steel,Available now,,Gold/Steel,"United States, California, Thousand Oaks",1986,price on request,1 (mint),Automatic
With papers,,16233,Gold/Steel,http://www.chrono24.com/rolex/datejust--id3526393.htm,Men's watch/Unisex,Rolex,Gold/Steel,Available now,Fold clasp,Steel,"United States, New York, Hartsdale",,"$4,200",,Automatic
,,1500,,http://www.chrono24.com/rolex/coca-cola-14k-oyster-perpetual-date-automatic--id4308646.htm,Men's watch/Unisex,Rolex,Leather,Available now,,Yellow gold,"United States, California, Thousand Oaks",1968,price on request,1 (mint),Automatic
With papers,,178344,Steel,http://www.chrono24.com/rolex/midsize-datejust--id3786068.htm,Men's watch/Unisex,Rolex,Steel,Available now,,Steel,"United States, New York, Hartsdale",,"$10,950",0 (unworn),Automatic
With box,Gold/Steel,116233 bkdj,Gold/Steel,http://www.chrono24.com/rolex/rolex-datejust-36mm-gold-and-steel-fluted-bezel-diamond-dial--id5206230.htm,Men's watch/Unisex,Rolex,,Available now,"Fold clasp, hidden",Gold/Steel,"United States, New York, New York",2011,"$8,000",1 (mint),Automatic
,,6619,,http://www.chrono24.com/rolex/6619-oyster-perpetual-18k-rg-ladys--id5059759.htm,Ladies' watch,Rolex,,Available now,,Pink gold,"United States, California, Thousand Oaks",1964,price on request,1 (mint),Automatic
,,1803,,http://www.chrono24.com/rolex/1803-day-date-president-18k--id3793789.htm,Men's watch/Unisex,Rolex,Crocodile skin,Available now,,Yellow gold,"United States, California, Thousand Oaks",1967,price on request,1 (mint),Automatic
With papers,,116234,Steel,http://www.chrono24.com/rolex/datejust--id3526289.htm,Men's watch/Unisex,Rolex,Steel,Available now,,Steel,"United States, New York, Hartsdale",,"$5,850",,Automatic
With papers,,169622,Steel,http://www.chrono24.com/rolex/yacht-master-169622-15294--id5610916.htm,Ladies' watch,Rolex,Steel,Available now,Fold clasp,Steel,"United States, New York, New York",,"$4,499 [Negotiable]",2 (fine),Automatic
With papers,,16233,Gold/Steel,http://www.chrono24.com/rolex/datejust--id3685209.htm,Men's watch/Unisex,Rolex,Gold/Steel,Available now,,Steel,"United States, New York, Hartsdale",,"$5,350",,Automatic
,,5513,Steel,http://www.chrono24.com/rolex/ref-5513-submariner-maxi-dial-circa-1981--id3465534.htm,Men's watch/Unisex,Rolex,Steel,Available now,,Steel,"United States, California, Thousand Oaks",1981,price on request,1 (mint),Automatic
With box,Steel,16613,Gold/Steel,http://www.chrono24.com/rolex/submariner-41mm--goldsteel--black-dial--bezel--id4908517.htm,Men's watch/Unisex,Rolex,Gold/Steel,Available now,Fold clasp,Gold/Steel,"United States, Florida, Miami",2000,"$6,377",1 (mint),Automatic
,,116758 SANR,,http://www.chrono24.com/rolex/116758-sanr-gmt-ii-18k-pave-diamonds-baguette-bezel--id4032494.htm,Men's watch/Unisex,Rolex,,Available now,,Yellow gold,"United States, California, Thousand Oaks",2008,price on request,0 (unworn),Automatic
,,16520,Steel,http://www.chrono24.com/rolex/daytona--id5184739.htm,Men's watch/Unisex,Rolex,Steel,Available now,,Steel,"United States, New York, Hartsdale",,"$11,900",,Automatic
,,6239,,http://www.chrono24.com/rolex/6239-daytona-black-w-red-daytona-steel--id4584070.htm,Men's watch/Unisex,Rolex,,Available now,,Steel,"United States, California, Thousand Oaks",1967,price on request,1 (mint),Manual winding
With papers,Steel,116660,Steel,http://www.chrono24.com/rolex/116660-deepsea-seadweller-d-blue-2016--id5358543.htm,Men's watch/Unisex,Rolex,,Available now,Fold clasp,Steel,"United States, California, Los Angeles",2016,"$13,000 [Negotiable]",0 (unworn),Automatic
With papers,,218206,,http://www.chrono24.com/rolex/day-date-ii--id5660740.htm,Men's watch/Unisex,Rolex,Platinum,Available now,"Fold clasp, hidden",Platinum,"United States, New York, Hartsdale",,"$44,000",,Automatic
,Steel,16610,Steel,http://www.chrono24.com/rolex/ss-submariner--id4900172.htm,Men's watch/Unisex,Rolex,Steel,Available now,Fold clasp,Steel,"United States, California, beverly hills",,"$5,950",2 (fine),Automatic
,,1625,,http://www.chrono24.com/rolex/1625-datejust-turn-o-graph-steel-gold--id2689442.htm,Men's watch/Unisex,Rolex,,Available now,,Gold/Steel,"United States, California, Thousand Oaks",,price on request,1 (mint),Automatic
,,1625,Brown,http://www.chrono24.com/rolex/1625-thunderbird-datejust-18k-automatic--id4329800.htm,Men's watch/Unisex,Rolex,,Available now,,Yellow gold,"United States, California, Thousand Oaks",1970,price on request,,Automatic
,,16523,,http://www.chrono24.com/rolex/daytona-chronograph-steelyellow-gold-zenith--id5592227.htm,Men's watch/Unisex,Rolex,,Ready to ship in 3-5 days,,Gold/Steel,"United States, New Jersey, Fort Lee",T,"$8,850",2 (fine),Automatic
,,6234,,http://www.chrono24.com/rolex/pre-daytona-6234-chronograph-blue-telemeter-scale-steel--id5612920.htm,Men's watch/Unisex,Rolex,,Available now,,Steel,"United States, California, Thousand Oaks",1958,price on request,1 (mint),Manual winding
,Steel,1655,Steel,http://www.chrono24.com/rolex/explorer-ii-freccione--id5231131.htm,Men's watch/Unisex,Rolex,Steel,Available now,Double-fold clasp,Steel,"United States, Connecticut, Greenwich",1978,"$15,900",3 (fair),Automatic
With papers,,1038,,http://www.chrono24.com/rolex/zephyr-1038-14k14k-box--papers--id4649533.htm,Men's watch/Unisex,Rolex,,Available now,,Yellow gold,"United States, California, Thousand Oaks",1969,price on request,1 (mint),Automatic
With papers,,16233,Gold/Steel,http://www.chrono24.com/rolex/datejust--id4745153.htm,Men's watch/Unisex,Rolex,Gold/Steel,Available now,,Steel,"United States, New York, Hartsdale",,"$5,600",,Automatic
,,6605,Gold,http://www.chrono24.com/rolex/datejust-6605-18k-rose-gold--id4237495.htm,Men's watch/Unisex,Rolex,Pink Gold,Available now,,Pink gold,"United States, California, Thousand Oaks",1958,price on request,1 (mint),Automatic
With papers,Gold/Steel,116138,Brown,http://www.chrono24.com/rolex/116138--id4796624.htm,Men's watch/Unisex,Rolex,Leather,Available now,Double-fold clasp,Yellow gold,"United States, New York, Staten Island",2007,"$11,000 [Negotiable]",2 (fine),Automatic
,,1601,Black,http://www.chrono24.com/rolex/1601-datejust-18k-black-dial--id5008821.htm,Men's watch/Unisex,Rolex,Crocodile skin,Available now,,Yellow gold,"United States, California, Thousand Oaks",1987,price on request,1 (mint),Automatic
